Date,Word,Count
2020-02-01,hearing,296
2020-02-01,children,276
2020-02-01,features,215
2020-02-01,patients,207
2020-02-01,noise,182
2020-02-01,network,162
2020-02-01,participants,135
2020-02-02,recognition,306
2020-02-02,hearing,303
2020-02-02,children,283
2020-02-02,features,220
2020-02-02,patients,211
2020-02-02,noise,189
2020-02-02,network,165
2020-02-02,participants,136
2020-02-03,recognition,308
2020-02-03,hearing,308
2020-02-03,children,292
2020-02-03,features,220
2020-02-03,patients,212
2020-02-03,noise,190
2020-02-03,network,167
2020-02-03,social,140
2020-02-04,recognition,312
2020-02-04,children,310
2020-02-04,hearing,309
2020-02-04,features,223
2020-02-04,patients,220
2020-02-04,noise,190
2020-02-04,network,167
2020-02-04,communication,152
2020-02-05,children,336
2020-02-05,hearing,325
2020-02-05,recognition,314
2020-02-05,features,234
2020-02-05,patients,224
2020-02-05,noise,190
2020-02-05,network,171
2020-02-05,communication,161
2020-02-06,children,342
2020-02-06,recognition,333
2020-02-06,hearing,330
2020-02-06,features,237
2020-02-06,patients,227
2020-02-06,noise,191
2020-02-06,network,176
2020-02-06,communication,163
2020-02-07,children,344
2020-02-07,recognition,344
2020-02-07,hearing,331
2020-02-07,features,242
2020-02-07,patients,227
2020-02-07,noise,198
2020-02-07,network,177
2020-02-07,communication,164
2020-02-08,children,353
2020-02-08,recognition,347
2020-02-08,hearing,331
2020-02-08,features,242
2020-02-08,patients,227
2020-02-08,noise,201
2020-02-08,network,177
2020-02-08,communication,165
2020-02-09,children,354
2020-02-09,recognition,347
2020-02-09,hearing,331
2020-02-09,features,244
2020-02-09,patients,228
2020-02-09,noise,207
2020-02-09,network,182
2020-02-09,communication,167
2020-02-10,children,366
2020-02-10,recognition,350
2020-02-10,hearing,339
2020-02-10,features,247
2020-02-10,patients,229
2020-02-10,noise,223
2020-02-10,network,184
2020-02-10,communication,171
2020-02-11,children,389
2020-02-11,recognition,355
2020-02-11,hearing,342
2020-02-11,features,250
2020-02-11,patients,239
2020-02-11,noise,223
2020-02-11,network,184
2020-02-11,communication,174
2020-02-12,children,392
2020-02-12,recognition,359
2020-02-12,hearing,344
2020-02-12,features,255
2020-02-12,patients,241
2020-02-12,noise,241
2020-02-12,network,184
2020-02-12,communication,174
2020-02-13,children,400
2020-02-13,recognition,364
2020-02-13,hearing,354
2020-02-13,features,259
2020-02-13,noise,251
2020-02-13,patients,242
2020-02-13,network,191
2020-02-13,signal,176
2020-02-14,children,403
2020-02-14,recognition,371
2020-02-14,hearing,368
2020-02-14,features,274
2020-02-14,noise,261
2020-02-14,patients,255
2020-02-14,network,215
2020-02-14,signal,186
2020-02-15,children,403
2020-02-15,recognition,380
2020-02-15,hearing,371
2020-02-15,features,274
2020-02-15,noise,263
2020-02-15,patients,256
2020-02-15,network,217
2020-02-15,signal,189
2020-02-16,children,403
2020-02-16,recognition,382
2020-02-16,hearing,372
2020-02-16,features,274
2020-02-16,noise,263
2020-02-16,patients,256
2020-02-16,network,218
2020-02-16,signal,190
2020-02-17,children,403
2020-02-17,recognition,391
2020-02-17,hearing,373
2020-02-17,features,279
2020-02-17,noise,263
2020-02-17,patients,256
2020-02-17,network,219
2020-02-17,signal,192
2020-02-18,children,405
2020-02-18,recognition,398
2020-02-18,hearing,390
2020-02-18,features,280
2020-02-18,noise,275
2020-02-18,patients,258
2020-02-18,network,221
2020-02-18,communication,195
2020-02-19,children,435
2020-02-19,recognition,403
2020-02-19,hearing,393
2020-02-19,features,280
2020-02-19,noise,275
2020-02-19,patients,266
2020-02-19,network,222
2020-02-19,communication,198
2020-02-20,children,456
2020-02-20,recognition,409
2020-02-20,hearing,403
2020-02-20,features,285
2020-02-20,noise,275
2020-02-20,patients,270
2020-02-20,network,223
2020-02-20,communication,202
2020-02-21,children,456
2020-02-21,hearing,413
2020-02-21,recognition,412
2020-02-21,features,286
2020-02-21,noise,285
2020-02-21,patients,274
2020-02-21,network,224
2020-02-21,communication,205
2020-02-22,children,456
2020-02-22,recognition,416
2020-02-22,hearing,414
2020-02-22,features,290
2020-02-22,noise,285
2020-02-22,patients,275
2020-02-22,network,227
2020-02-22,communication,208
2020-02-23,children,457
2020-02-23,recognition,419
2020-02-23,hearing,414
2020-02-23,features,291
2020-02-23,noise,285
2020-02-23,patients,275
2020-02-23,network,227
2020-02-23,communication,210
2020-02-24,children,457
2020-02-24,recognition,423
2020-02-24,hearing,415
2020-02-24,noise,296
2020-02-24,features,292
2020-02-24,patients,279
2020-02-24,network,234
2020-02-24,communication,211
2020-02-25,children,459
2020-02-25,recognition,439
2020-02-25,hearing,419
2020-02-25,noise,297
2020-02-25,features,293
2020-02-25,patients,282
2020-02-25,network,238
2020-02-25,communication,235
2020-02-26,children,462
2020-02-26,recognition,445
2020-02-26,hearing,423
2020-02-26,noise,306
2020-02-26,features,293
2020-02-26,patients,282
2020-02-26,network,238
2020-02-26,communication,237
2020-02-27,children,463
2020-02-27,recognition,452
2020-02-27,hearing,425
2020-02-27,noise,310
2020-02-27,features,297
2020-02-27,patients,284
2020-02-27,network,242
2020-02-27,communication,242
2020-02-28,children,463
2020-02-28,recognition,460
2020-02-28,hearing,430
2020-02-28,noise,311
2020-02-28,features,300
2020-02-28,patients,286
2020-02-28,network,243
2020-02-28,communication,242
2020-02-29,recognition,464
2020-02-29,children,463
2020-02-29,hearing,430
2020-02-29,noise,311
2020-02-29,features,309
2020-02-29,patients,287
2020-02-29,network,245
2020-02-29,communication,242
2020-03-01,recognition,545
2020-03-01,children,517
2020-03-01,hearing,467
2020-03-01,features,355
2020-03-01,noise,345
2020-03-01,patients,344
2020-03-01,network,277
2020-03-01,communication,276
2020-03-02,recognition,551
2020-03-02,children,517
2020-03-02,hearing,468
2020-03-02,features,365
2020-03-02,noise,347
2020-03-02,patients,344
2020-03-02,communication,278
2020-03-02,network,277
2020-03-03,recognition,560
2020-03-03,children,529
2020-03-03,hearing,468
2020-03-03,features,369
2020-03-03,patients,360
2020-03-03,noise,347
2020-03-03,communication,296
2020-03-03,participants,294
2020-03-04,recognition,566
2020-03-04,children,545
2020-03-04,hearing,469
2020-03-04,features,373
2020-03-04,patients,360
2020-03-04,noise,347
2020-03-04,communication,298
2020-03-04,participants,294
2020-03-05,recognition,567
2020-03-05,children,545
2020-03-05,hearing,471
2020-03-05,features,373
2020-03-05,patients,366
2020-03-05,noise,348
2020-03-05,communication,301
2020-03-05,participants,297
2020-03-06,recognition,579
2020-03-06,children,558
2020-03-06,hearing,483
2020-03-06,patients,379
2020-03-06,features,374
2020-03-06,noise,352
2020-03-06,participants,309
2020-03-06,communication,303
2020-03-07,recognition,580
2020-03-07,children,558
2020-03-07,hearing,484
2020-03-07,patients,379
2020-03-07,features,374
2020-03-07,noise,355
2020-03-07,participants,309
2020-03-07,communication,303
2020-03-08,recognition,586
2020-03-08,children,558
2020-03-08,hearing,484
2020-03-08,patients,379
2020-03-08,features,374
2020-03-08,noise,355
2020-03-08,participants,309
2020-03-08,communication,303
2020-03-09,recognition,595
2020-03-09,children,558
2020-03-09,hearing,485
2020-03-09,patients,388
2020-03-09,features,379
2020-03-09,noise,361
2020-03-09,participants,310
2020-03-09,communication,305
2020-03-10,recognition,604
2020-03-10,children,567
2020-03-10,hearing,498
2020-03-10,patients,388
2020-03-10,features,382
2020-03-10,noise,362
2020-03-10,participants,326
2020-03-10,communication,307
2020-03-11,recognition,613
2020-03-11,children,578
2020-03-11,hearing,504
2020-03-11,patients,390
2020-03-11,features,382
2020-03-11,noise,370
2020-03-11,participants,332
2020-03-11,communication,312
2020-03-12,recognition,615
2020-03-12,children,600
2020-03-12,hearing,504
2020-03-12,patients,390
2020-03-12,features,390
2020-03-12,noise,370
2020-03-12,participants,334
2020-03-12,communication,320
2020-03-13,recognition,621
2020-03-13,children,604
2020-03-13,hearing,504
2020-03-13,features,391
2020-03-13,patients,390
2020-03-13,noise,371
2020-03-13,participants,336
2020-03-13,communication,320
2020-03-14,recognition,628
2020-03-14,children,604
2020-03-14,hearing,512
2020-03-14,features,392
2020-03-14,patients,391
2020-03-14,noise,373
2020-03-14,participants,345
2020-03-14,communication,321
2020-03-15,recognition,629
2020-03-15,children,604
2020-03-15,hearing,512
2020-03-15,features,392
2020-03-15,patients,391
2020-03-15,noise,375
2020-03-15,participants,350
2020-03-15,communication,321
2020-03-16,recognition,633
2020-03-16,children,619
2020-03-16,hearing,514
2020-03-16,features,396
2020-03-16,patients,392
2020-03-16,noise,376
2020-03-16,participants,351
2020-03-16,communication,321
2020-03-17,recognition,646
2020-03-17,children,626
2020-03-17,hearing,526
2020-03-17,features,407
2020-03-17,patients,401
2020-03-17,noise,378
2020-03-17,participants,354
2020-03-17,communication,328
2020-03-18,recognition,657
2020-03-18,children,639
2020-03-18,hearing,536
2020-03-18,features,408
2020-03-18,patients,403
2020-03-18,noise,384
2020-03-18,participants,359
2020-03-18,communication,331
2020-03-19,recognition,670
2020-03-19,children,639
2020-03-19,hearing,539
2020-03-19,patients,416
2020-03-19,features,410
2020-03-19,noise,386
2020-03-19,participants,362
2020-03-19,communication,332
2020-03-20,recognition,679
2020-03-20,children,639
2020-03-20,hearing,542
2020-03-20,patients,418
2020-03-20,features,417
2020-03-20,noise,386
2020-03-20,participants,366
2020-03-20,communication,339
2020-03-21,recognition,680
2020-03-21,children,639
2020-03-21,hearing,542
2020-03-21,features,420
2020-03-21,patients,418
2020-03-21,noise,386
2020-03-21,participants,366
2020-03-21,communication,341
2020-03-22,recognition,688
2020-03-22,children,645
2020-03-22,hearing,542
2020-03-22,features,427
2020-03-22,patients,419
2020-03-22,noise,386
2020-03-22,participants,366
2020-03-22,communication,342
2020-03-23,recognition,699
2020-03-23,children,648
2020-03-23,hearing,543
2020-03-23,features,429
2020-03-23,patients,427
2020-03-23,noise,386
2020-03-23,participants,374
2020-03-23,communication,344
2020-03-24,recognition,701
2020-03-24,children,654
2020-03-24,hearing,544
2020-03-24,patients,434
2020-03-24,features,429
2020-03-24,noise,386
2020-03-24,participants,375
2020-03-24,communication,344
2020-03-25,recognition,714
2020-03-25,children,654
2020-03-25,hearing,551
2020-03-25,features,445
2020-03-25,patients,444
2020-03-25,noise,397
2020-03-25,participants,381
2020-03-25,communication,347
2020-03-26,recognition,736
2020-03-26,children,659
2020-03-26,hearing,555
2020-03-26,patients,452
2020-03-26,features,447
2020-03-26,noise,399
2020-03-26,participants,382
2020-03-26,communication,347
2020-03-27,recognition,736
2020-03-27,children,664
2020-03-27,hearing,556
2020-03-27,patients,452
2020-03-27,features,452
2020-03-27,noise,401
2020-03-27,participants,385
2020-03-27,communication,350
2020-03-28,recognition,737
2020-03-28,children,666
2020-03-28,hearing,556
2020-03-28,patients,454
2020-03-28,features,452
2020-03-28,noise,401
2020-03-28,participants,385
2020-03-28,communication,351
2020-03-29,recognition,743
2020-03-29,children,666
2020-03-29,hearing,556
2020-03-29,patients,454
2020-03-29,features,452
2020-03-29,noise,402
2020-03-29,participants,385
2020-03-29,communication,353
2020-03-30,recognition,767
2020-03-30,children,672
2020-03-30,hearing,563
2020-03-30,patients,458
2020-03-30,features,452
2020-03-30,noise,406
2020-03-30,participants,385
2020-03-30,communication,361
2020-03-31,recognition,778
2020-03-31,children,678
2020-03-31,hearing,578
2020-03-31,patients,461
2020-03-31,features,456
2020-03-31,noise,410
2020-03-31,participants,400
2020-03-31,communication,368
2020-04-01,recognition,867
2020-04-01,children,718
2020-04-01,hearing,614
2020-04-01,patients,501
2020-04-01,features,499
2020-04-01,noise,436
2020-04-01,participants,422
2020-04-01,communication,394
2020-04-02,recognition,876
2020-04-02,children,718
2020-04-02,hearing,626
2020-04-02,patients,506
2020-04-02,features,501
2020-04-02,noise,450
2020-04-02,participants,430
2020-04-02,communication,403
2020-04-03,recognition,880
2020-04-03,children,733
2020-04-03,hearing,638
2020-04-03,patients,508
2020-04-03,features,507
2020-04-03,noise,456
2020-04-03,participants,435
2020-04-03,communication,408
2020-04-04,recognition,891
2020-04-04,children,733
2020-04-04,hearing,638
2020-04-04,patients,508
2020-04-04,features,508
2020-04-04,noise,456
2020-04-04,participants,435
2020-04-04,communication,408
2020-04-05,recognition,894
2020-04-05,children,735
2020-04-05,hearing,638
2020-04-05,patients,514
2020-04-05,features,508
2020-04-05,noise,460
2020-04-05,participants,438
2020-04-05,communication,411
2020-04-06,recognition,895
2020-04-06,children,738
2020-04-06,hearing,639
2020-04-06,patients,522
2020-04-06,features,522
2020-04-06,noise,461
2020-04-06,participants,442
2020-04-06,communication,412
2020-04-07,recognition,904
2020-04-07,children,746
2020-04-07,hearing,653
2020-04-07,features,527
2020-04-07,patients,523
2020-04-07,noise,467
2020-04-07,participants,448
2020-04-07,communication,423
2020-04-08,recognition,915
2020-04-08,children,746
2020-04-08,hearing,655
2020-04-08,features,532
2020-04-08,patients,527
2020-04-08,noise,481
2020-04-08,participants,451
2020-04-08,communication,428
2020-04-09,recognition,925
2020-04-09,children,746
2020-04-09,hearing,657
2020-04-09,features,560
2020-04-09,patients,528
2020-04-09,noise,482
2020-04-09,participants,454
2020-04-09,communication,429
2020-04-10,recognition,930
2020-04-10,children,746
2020-04-10,hearing,661
2020-04-10,features,562
2020-04-10,patients,534
2020-04-10,noise,482
2020-04-10,participants,455
2020-04-10,communication,431
2020-04-11,recognition,933
2020-04-11,children,746
2020-04-11,hearing,668
2020-04-11,features,563
2020-04-11,patients,539
2020-04-11,noise,485
2020-04-11,participants,456
2020-04-11,communication,431
2020-04-12,recognition,933
2020-04-12,children,746
2020-04-12,hearing,668
2020-04-12,features,563
2020-04-12,patients,539
2020-04-12,noise,485
2020-04-12,participants,456
2020-04-12,communication,431
2020-04-13,recognition,934
2020-04-13,children,752
2020-04-13,hearing,668
2020-04-13,features,563
2020-04-13,patients,539
2020-04-13,noise,486
2020-04-13,participants,459
2020-04-13,communication,436
2020-04-14,recognition,943
2020-04-14,children,760
2020-04-14,hearing,673
2020-04-14,features,568
2020-04-14,patients,554
2020-04-14,noise,503
2020-04-14,participants,464
2020-04-14,communication,436
2020-04-15,recognition,948
2020-04-15,children,781
2020-04-15,hearing,673
2020-04-15,features,570
2020-04-15,patients,554
2020-04-15,noise,512
2020-04-15,participants,470
2020-04-15,communication,444
2020-04-16,recognition,949
2020-04-16,children,783
2020-04-16,hearing,677
2020-04-16,features,583
2020-04-16,patients,556
2020-04-16,noise,521
2020-04-16,participants,474
2020-04-16,communication,448
2020-04-17,recognition,957
2020-04-17,children,788
2020-04-17,hearing,678
2020-04-17,features,584
2020-04-17,patients,567
2020-04-17,noise,522
2020-04-17,participants,477
2020-04-17,communication,451
2020-04-18,recognition,960
2020-04-18,children,792
2020-04-18,hearing,678
2020-04-18,features,588
2020-04-18,patients,570
2020-04-18,noise,524
2020-04-18,participants,477
2020-04-18,communication,452
2020-04-19,recognition,960
2020-04-19,children,792
2020-04-19,hearing,678
2020-04-19,features,588
2020-04-19,patients,570
2020-04-19,noise,524
2020-04-19,participants,477
2020-04-19,communication,452
2020-04-20,recognition,977
2020-04-20,children,792
2020-04-20,hearing,688
2020-04-20,features,592
2020-04-20,patients,570
2020-04-20,noise,531
2020-04-20,participants,485
2020-04-20,communication,457
2020-04-21,recognition,982
2020-04-21,children,792
2020-04-21,hearing,692
2020-04-21,features,593
2020-04-21,patients,570
2020-04-21,noise,537
2020-04-21,participants,497
2020-04-21,communication,463
2020-04-22,recognition,983
2020-04-22,children,802
2020-04-22,hearing,693
2020-04-22,features,598
2020-04-22,patients,571
2020-04-22,noise,537
2020-04-22,participants,502
2020-04-22,communication,470
2020-04-23,recognition,989
2020-04-23,children,802
2020-04-23,hearing,693
2020-04-23,features,601
2020-04-23,patients,571
2020-04-23,noise,537
2020-04-23,participants,502
2020-04-23,communication,470
2020-04-24,recognition,994
2020-04-24,children,804
2020-04-24,hearing,694
2020-04-24,features,605
2020-04-24,patients,573
2020-04-24,noise,541
2020-04-24,participants,505
2020-04-24,communication,474
2020-04-25,recognition,1005
2020-04-25,children,806
2020-04-25,hearing,704
2020-04-25,features,615
2020-04-25,patients,573
2020-04-25,noise,541
2020-04-25,participants,511
2020-04-25,communication,480
2020-04-26,recognition,1008
2020-04-26,children,807
2020-04-26,hearing,704
2020-04-26,features,616
2020-04-26,patients,573
2020-04-26,noise,543
2020-04-26,participants,513
2020-04-26,communication,481
2020-04-27,recognition,1017
2020-04-27,children,808
2020-04-27,hearing,711
2020-04-27,features,621
2020-04-27,patients,579
2020-04-27,noise,550
2020-04-27,participants,520
2020-04-27,communication,483
2020-04-28,recognition,1022
2020-04-28,children,817
2020-04-28,hearing,711
2020-04-28,features,622
2020-04-28,patients,583
2020-04-28,noise,557
2020-04-28,participants,523
2020-04-28,communication,485
2020-04-29,recognition,1029
2020-04-29,children,820
2020-04-29,hearing,711
2020-04-29,features,630
2020-04-29,patients,593
2020-04-29,noise,558
2020-04-29,participants,523
2020-04-29,communication,487
2020-04-30,recognition,1037
2020-04-30,children,824
2020-04-30,hearing,723
2020-04-30,features,649
2020-04-30,patients,600
2020-04-30,noise,565
2020-04-30,participants,526
2020-04-30,communication,495
2020-05-01,recognition,1277
2020-05-01,children,840
2020-05-01,features,781
2020-05-01,hearing,735
2020-05-01,noise,703
2020-05-01,patients,633
2020-05-01,network,609
2020-05-01,speaker,562
2020-05-02,recognition,1283
2020-05-02,children,840
2020-05-02,features,782
2020-05-02,hearing,735
2020-05-02,noise,704
2020-05-02,patients,633
2020-05-02,network,614
2020-05-02,speaker,562
2020-05-03,recognition,1289
2020-05-03,children,844
2020-05-03,features,783
2020-05-03,hearing,737
2020-05-03,noise,704
2020-05-03,patients,633
2020-05-03,network,614
2020-05-03,communication,564
2020-05-04,recognition,1300
2020-05-04,children,856
2020-05-04,features,785
2020-05-04,hearing,737
2020-05-04,noise,715
2020-05-04,patients,636
2020-05-04,network,616
2020-05-04,communication,575
2020-05-05,recognition,1308
2020-05-05,children,865
2020-05-05,features,786
2020-05-05,hearing,756
2020-05-05,noise,720
2020-05-05,patients,636
2020-05-05,network,616
2020-05-05,communication,577
2020-05-06,recognition,1308
2020-05-06,children,883
2020-05-06,features,786
2020-05-06,hearing,767
2020-05-06,noise,723
2020-05-06,patients,649
2020-05-06,network,622
2020-05-06,communication,579
2020-05-07,recognition,1318
2020-05-07,children,894
2020-05-07,features,791
2020-05-07,hearing,775
2020-05-07,noise,730
2020-05-07,patients,650
2020-05-07,network,625
2020-05-07,communication,580
2020-05-08,recognition,1327
2020-05-08,children,903
2020-05-08,features,794
2020-05-08,hearing,775
2020-05-08,noise,731
2020-05-08,patients,650
2020-05-08,network,628
2020-05-08,communication,581
2020-05-10,recognition,1330
2020-05-10,children,903
2020-05-10,features,794
2020-05-10,hearing,775
2020-05-10,noise,732
2020-05-10,patients,650
2020-05-10,network,628
2020-05-10,speaker,590
2020-05-11,recognition,1340
2020-05-11,children,907
2020-05-11,features,797
2020-05-11,hearing,792
2020-05-11,noise,737
2020-05-11,patients,652
2020-05-11,network,634
2020-05-11,communication,601
2020-05-12,recognition,1349
2020-05-12,children,917
2020-05-12,features,800
2020-05-12,hearing,792
2020-05-12,noise,737
2020-05-12,patients,656
2020-05-12,network,640
2020-05-12,communication,601
2020-05-13,recognition,1361
2020-05-13,children,932
2020-05-13,features,802
2020-05-13,hearing,799
2020-05-13,noise,738
2020-05-13,patients,657
2020-05-13,network,642
2020-05-13,communication,612
2020-05-14,recognition,1381
2020-05-14,children,946
2020-05-14,features,808
2020-05-14,hearing,802
2020-05-14,noise,738
2020-05-14,patients,665
2020-05-14,network,647
2020-05-14,communication,616
2020-05-15,recognition,1401
2020-05-15,children,947
2020-05-15,features,822
2020-05-15,hearing,802
2020-05-15,noise,743
2020-05-15,patients,665
2020-05-15,network,658
2020-05-15,communication,624
2020-05-16,recognition,1415
2020-05-16,children,947
2020-05-16,features,829
2020-05-16,hearing,802
2020-05-16,noise,747
2020-05-16,network,669
2020-05-16,patients,665
2020-05-16,communication,624
2020-05-17,recognition,1417
2020-05-17,children,947
2020-05-17,features,832
2020-05-17,hearing,802
2020-05-17,noise,748
2020-05-17,network,674
2020-05-17,patients,665
2020-05-17,speaker,631
2020-05-18,recognition,1434
2020-05-18,children,954
2020-05-18,features,843
2020-05-18,hearing,802
2020-05-18,noise,754
2020-05-18,network,686
2020-05-18,patients,665
2020-05-18,speaker,639
2020-05-19,recognition,1450
2020-05-19,children,954
2020-05-19,features,853
2020-05-19,hearing,808
2020-05-19,noise,758
2020-05-19,network,701
2020-05-19,patients,667
2020-05-19,speaker,649
2020-05-20,recognition,1464
2020-05-20,children,965
2020-05-20,features,865
2020-05-20,hearing,809
2020-05-20,noise,765
2020-05-20,network,709
2020-05-20,patients,672
2020-05-20,speaker,654
2020-05-21,recognition,1484
2020-05-21,children,965
2020-05-21,features,873
2020-05-21,hearing,810
2020-05-21,noise,766
2020-05-21,network,715
2020-05-21,patients,674
2020-05-21,speaker,662
2020-05-22,recognition,1491
2020-05-22,children,966
2020-05-22,features,874
2020-05-22,hearing,816
2020-05-22,noise,768
2020-05-22,network,715
2020-05-22,patients,674
2020-05-22,speaker,669
2020-05-23,recognition,1494
2020-05-23,children,966
2020-05-23,features,877
2020-05-23,hearing,817
2020-05-23,noise,768
2020-05-23,network,719
2020-05-23,patients,674
2020-05-23,speaker,669
2020-05-24,recognition,1497
2020-05-24,children,966
2020-05-24,features,878
2020-05-24,hearing,817
2020-05-24,noise,778
2020-05-24,network,722
2020-05-24,patients,678
2020-05-24,speaker,669
2020-05-25,recognition,1517
2020-05-25,children,988
2020-05-25,features,937
2020-05-25,hearing,820
2020-05-25,noise,789
2020-05-25,network,731
2020-05-25,speaker,714
2020-05-25,patients,690
2020-05-26,recognition,1522
2020-05-26,children,991
